target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,synthetic_weighted_score,judge_weighted_score,delta,abs_delta,synthetic_failure_tags,judge_failure_tags,tag_agreement,flagged_for_review
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,87.3,93.8,-6.5,6.5,denominational_overclaiming;overstates_certainty,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_002,pastoral_application,pastoral,raw_model,83.78,87.87,-4.09,4.09,denominational_overclaiming;flattens_disagreement;unhelpful_genericity,denominational_overclaiming,partial,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_006,pastoral_application,pastoral,guided_default,88.39,92.73,-4.34,4.34,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,83.01,94.25,-11.24,11.24,,,true,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,79.57,94.02,-14.45,14.45,answers_from_wrong_tradition,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_006,pastoral_application,pastoral,raw_model,77.76,92.1,-14.34,14.34,missed_escalation,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_010,pastoral_application,pastoral,guided_default,81.26,89.77,-8.51,8.51,answers_from_wrong_tradition,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,78.65,85.63,-6.98,6.98,unhelpful_genericity,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,85.17,88.9,-3.73,3.73,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_010,pastoral_application,pastoral,raw_model,83.67,88.83,-5.16,5.16,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_014,pastoral_application,pastoral,guided_default,92.1,91.0,1.1,1.1,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,84.44,64.12,20.32,20.32,overstates_certainty,confuses_doctrine_and_pastoral_application;overstates_certainty,partial,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,84.23,88.17,-3.94,3.94,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_014,pastoral_application,pastoral,raw_model,83.02,87.28,-4.26,4.26,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_018,pastoral_application,pastoral,guided_default,86.83,89.1,-2.27,2.27,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,77.63,86.12,-8.49,8.49,denominational_overclaiming;hallucinated_source_claim,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,88.38,89.95,-1.57,1.57,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_018,pastoral_application,pastoral,raw_model,77.58,87.25,-9.67,9.67,missed_escalation,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_022,pastoral_application,pastoral,guided_default,87.2,90.27,-3.07,3.07,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,79.5,85.3,-5.8,5.8,verse_context_misuse,verse_context_misuse,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,84.61,89.42,-4.81,4.81,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_pastoral_022,pastoral_application,pastoral,raw_model,78.23,85.25,-7.02,7.02,flattens_disagreement;unhelpful_genericity,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_002,primary,creedal,guided_default,92.56,94.88,-2.32,2.32,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_002,primary,creedal,perspective_compare,71.24,90.28,-19.04,19.04,flattens_disagreement;hallucinated_theology,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_002,primary,creedal,preference_configured,93.07,92.38,0.69,0.69,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_002,primary,creedal,raw_model,92.55,94.08,-1.53,1.53,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_006,primary,creedal,guided_default,57.61,80.47,-22.86,22.86,relativizes_primary_doctrine;unhelpful_genericity,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_006,primary,creedal,perspective_compare,51.13,74.35,-23.22,23.22,denominational_overclaiming;relativizes_primary_doctrine;unhelpful_genericity,denominational_overclaiming,partial,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_006,primary,creedal,preference_configured,71.35,88.12,-16.77,16.77,relativizes_primary_doctrine,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_006,primary,creedal,raw_model,76.18,80.7,-4.52,4.52,unhelpful_genericity,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_010,primary,creedal,guided_default,93.15,93.93,-0.78,0.78,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_010,primary,creedal,perspective_compare,82.54,86.83,-4.29,4.29,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_010,primary,creedal,preference_configured,94.44,93.32,1.12,1.12,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_010,primary,creedal,raw_model,94.28,91.85,2.43,2.43,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_014,primary,creedal,guided_default,92.46,93.82,-1.36,1.36,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_014,primary,creedal,perspective_compare,78.77,92.58,-13.81,13.81,,,true,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_014,primary,creedal,preference_configured,90.38,92.5,-2.12,2.12,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_014,primary,creedal,raw_model,92.43,92.82,-0.39,0.39,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_018,primary,creedal,guided_default,65.41,82.68,-17.27,17.27,relativizes_primary_doctrine;unhelpful_genericity,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_018,primary,creedal,perspective_compare,65.9,82.55,-16.65,16.65,relativizes_primary_doctrine,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_018,primary,creedal,preference_configured,89.49,88.83,0.66,0.66,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_primary_018,primary,creedal,raw_model,80.36,85.4,-5.04,5.04,relativizes_primary_doctrine;unhelpful_genericity,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_001,secondary,comparative,guided_default,82.82,91.08,-8.26,8.26,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_001,secondary,comparative,perspective_compare,82.84,89.25,-6.41,6.41,denominational_overclaiming;overstates_certainty,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_001,secondary,comparative,preference_configured,82.49,91.27,-8.78,8.78,denominational_overclaiming;overstates_certainty,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_001,secondary,comparative,raw_model,80.65,90.7,-10.05,10.05,denominational_overclaiming,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_005,secondary,comparative,guided_default,84.11,92.78,-8.67,8.67,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_005,secondary,comparative,perspective_compare,85.08,92.88,-7.8,7.8,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_005,secondary,comparative,preference_configured,83.2,91.3,-8.1,8.1,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_005,secondary,comparative,raw_model,85.72,90.97,-5.25,5.25,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_009,secondary,comparative,guided_default,88.45,92.8,-4.35,4.35,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_009,secondary,comparative,perspective_compare,86.92,91.68,-4.76,4.76,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_009,secondary,comparative,preference_configured,90.11,89.87,0.24,0.24,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_009,secondary,comparative,raw_model,91.21,90.63,0.58,0.58,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_013,secondary,comparative,guided_default,80.59,91.28,-10.69,10.69,collapses_secondary_disagreement;flattens_disagreement,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_013,secondary,comparative,perspective_compare,85.0,89.48,-4.48,4.48,overstates_certainty,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_013,secondary,comparative,preference_configured,86.62,92.28,-5.66,5.66,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_013,secondary,comparative,raw_model,84.97,89.98,-5.01,5.01,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,guided_default,77.75,90.72,-12.97,12.97,,,true,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,perspective_compare,77.5,86.48,-8.98,8.98,denominational_overclaiming,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,preference_configured,77.93,85.5,-7.57,7.57,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_017,secondary,comparative,raw_model,77.28,86.85,-9.57,9.57,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,guided_default,74.56,89.08,-14.52,14.52,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,perspective_compare,86.56,91.9,-5.34,5.34,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,preference_configured,82.14,89.33,-7.19,7.19,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_secondary_021,secondary,comparative,raw_model,79.12,89.83,-10.71,10.71,collapses_secondary_disagreement;denominational_overclaiming;flattens_disagreement,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,guided_default,85.38,93.62,-8.24,8.24,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,perspective_compare,72.01,90.55,-18.54,18.54,overstates_certainty,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,preference_configured,80.64,91.35,-10.71,10.71,,,true,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_003,tertiary,comparative,raw_model,83.91,90.42,-6.51,6.51,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,guided_default,87.22,92.6,-5.38,5.38,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,perspective_compare,83.12,90.92,-7.8,7.8,denominational_overclaiming,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,preference_configured,88.34,90.02,-1.68,1.68,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_007,tertiary,comparative,raw_model,87.16,91.7,-4.54,4.54,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,guided_default,88.72,85.82,2.9,2.9,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,perspective_compare,82.62,86.82,-4.2,4.2,verse_context_misuse,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,preference_configured,88.73,83.52,5.21,5.21,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_011,tertiary,comparative,raw_model,90.41,85.68,4.73,4.73,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,guided_default,86.06,92.63,-6.57,6.57,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,perspective_compare,85.76,87.67,-1.91,1.91,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,preference_configured,84.0,90.93,-6.93,6.93,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_015,tertiary,comparative,raw_model,81.24,83.22,-1.98,1.98,unhelpful_genericity,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,guided_default,83.25,91.8,-8.55,8.55,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,perspective_compare,81.94,87.93,-5.99,5.99,hallucinated_theology,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,preference_configured,83.04,87.95,-4.91,4.91,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,fmg_tertiary_019,tertiary,comparative,raw_model,81.71,87.92,-6.21,6.21,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,guided_default,66.18,92.47,-26.29,26.29,drops_context;unhelpful_genericity,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,perspective_compare,81.83,71.35,10.48,10.48,hallucinated_source_claim;overstates_certainty,hallucinated_source_claim,partial,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,preference_configured,69.93,88.77,-18.84,18.84,hallucinated_source_claim;unhelpful_genericity,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,gp_002_church_fathers,secondary,comparative,raw_model,83.28,70.75,12.53,12.53,,fabricates_grounding;overstates_certainty,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,82.35,90.19,-7.84,7.84,verse_context_misuse,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,77.27,87.79,-10.52,10.52,flattens_disagreement;overstates_certainty,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,82.51,91.79,-9.28,9.28,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,82.17,87.71,-5.54,5.54,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,guided_default,92.43,91.88,0.55,0.55,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,81.21,93.17,-11.96,11.96,denominational_overclaiming;hallucinated_source_claim;overstates_certainty,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,92.31,93.62,-1.31,1.31,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,pf_002_catholic_marian,secondary,tradition_specific,raw_model,92.69,92.5,0.19,0.19,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,91.64,96.92,-5.28,5.28,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,87.88,93.27,-5.39,5.39,denominational_overclaiming;flattens_disagreement;overstates_certainty,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,94.18,96.82,-2.64,2.64,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,94.03,95.08,-1.05,1.05,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,guided_default,88.27,96.0,-7.73,7.73,flattens_disagreement,,false,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,69.56,88.08,-18.52,18.52,denominational_overclaiming;hallucinated_theology,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,preference_configured,88.4,94.05,-5.65,5.65,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_primary_003_scripture_authority,primary,creedal,raw_model,82.95,93.0,-10.05,10.05,flattens_disagreement,,false,true
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,guided_default,86.91,94.2,-7.29,7.29,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,91.9,96.32,-4.42,4.42,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,91.89,95.33,-3.44,3.44,,,true,false
google_gemini-3.1-pro-preview_latest,google/gemini-3.1-pro-preview,tf_tertiary_001_millennium,tertiary,comparative,raw_model,91.75,95.18,-3.43,3.43,,,true,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,guided_default,64.24,82.7,-18.46,18.46,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,perspective_compare,69.11,85.48,-16.37,16.37,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,preference_configured,71.34,87.22,-15.88,15.88,flattens_disagreement;hallucinated_source_claim;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ch_002_eucharist,secondary,comparative,raw_model,72.19,83.45,-11.26,11.26,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,80.08,87.65,-7.57,7.57,unhelpful_genericity,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,83.22,91.05,-7.83,7.83,flattens_disagreement,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,86.67,77.97,8.7,8.7,,,true,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,64.76,81.8,-17.04,17.04,drops_context;missed_escalation;unhelpful_genericity,unhelpful_genericity,partial,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,guided_default,81.08,81.58,-0.5,0.5,denominational_overclaiming;unhelpful_genericity,denominational_overclaiming,partial,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,perspective_compare,80.07,80.17,-0.1,0.1,flattens_disagreement;unhelpful_genericity,verse_context_misuse,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,preference_configured,79.33,78.9,0.43,0.43,denominational_overclaiming;unhelpful_genericity,denominational_overclaiming,partial,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_002,pastoral_application,pastoral,raw_model,84.99,75.77,9.22,9.22,unhelpful_genericity,unhelpful_genericity,true,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,guided_default,72.31,81.35,-9.04,9.04,unhelpful_genericity,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,perspective_compare,62.16,82.63,-20.47,20.47,confuses_doctrine_and_pastoral_application;flattens_disagreement;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,preference_configured,73.81,80.63,-6.82,6.82,drops_context;unhelpful_genericity,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_006,pastoral_application,pastoral,raw_model,67.12,81.47,-14.35,14.35,missed_escalation;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,guided_default,76.52,77.42,-0.9,0.9,unhelpful_genericity,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,perspective_compare,63.8,79.3,-15.5,15.5,confuses_doctrine_and_pastoral_application;unhelpful_genericity,unhelpful_genericity,partial,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,preference_configured,68.44,66.6,1.84,1.84,unhelpful_genericity,unhelpful_genericity,true,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_010,pastoral_application,pastoral,raw_model,69.85,70.75,-0.9,0.9,unhelpful_genericity,unhelpful_genericity,true,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,guided_default,75.64,87.2,-11.56,11.56,unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,perspective_compare,66.71,72.68,-5.97,5.97,flattens_disagreement;unhelpful_genericity,unhelpful_genericity,partial,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,preference_configured,63.64,69.07,-5.43,5.43,unhelpful_genericity,unhelpful_genericity,true,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_014,pastoral_application,pastoral,raw_model,44.55,52.32,-7.77,7.77,drops_context;missed_escalation;unhelpful_genericity,missed_escalation;unhelpful_genericity,partial,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,guided_default,51.83,79.45,-27.62,27.62,confuses_doctrine_and_pastoral_application;drops_context;missed_escalation;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,perspective_compare,46.31,68.47,-22.16,22.16,confuses_doctrine_and_pastoral_application;drops_context;flattens_disagreement;missed_escalation;unhelpful_genericity,unhelpful_genericity,partial,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,preference_configured,59.09,78.62,-19.53,19.53,drops_context;missed_escalation;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_018,pastoral_application,pastoral,raw_model,51.83,72.32,-20.49,20.49,confuses_doctrine_and_pastoral_application;drops_context;missed_escalation;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,guided_default,77.0,80.98,-3.98,3.98,unhelpful_genericity,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,perspective_compare,64.06,82.53,-18.47,18.47,confuses_doctrine_and_pastoral_application;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,63.0,73.88,-10.88,10.88,confuses_doctrine_and_pastoral_application;unhelpful_genericity,unhelpful_genericity,partial,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_pastoral_022,pastoral_application,pastoral,raw_model,71.29,69.48,1.81,1.81,unhelpful_genericity,,false,false
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,guided_default,57.87,74.58,-16.71,16.71,relativizes_primary_doctrine;unhelpful_genericity,relativizes_primary_doctrine,partial,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,perspective_compare,47.01,68.82,-21.81,21.81,drops_context;relativizes_primary_doctrine;unhelpful_genericity,relativizes_primary_doctrine,partial,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,preference_configured,66.16,83.83,-17.67,17.67,relativizes_primary_doctrine;unhelpful_genericity,,false,true
meta-llama_llama-4-maverick_latest,meta-llama/llama-4-maverick,fmg_primary_002,primary,creedal,raw_model,49.02,66.38,-17.36,17.36,drops_context;relativizes_primary_doctrine;unhelpful_genericity,relativizes_primary_doctrine,partial,true
